cd_code;cd_codeext;cd_etiquet;cd_cd_code;cd_r1_code;cd_r2_code;cd_r3_code;cd_r4_code;cd_prop;cd_gest;cd_user;cd_proptyp;cd_statut;cd_etat;cd_dateaig;cd_dateman;cd_datemes;cd_avct;cd_type;cd_dia_int;cd_dia_ext;cd_color;cd_long;cd_nbcable;cd_occup;cd_comment;cd_creadat;cd_majdate;cd_majsrc;cd_abddate;cd_abdsrc
497808;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;142,37220898900;;;;02/07/2013;;;;
497809;;;;SFR_COLL;DSP MAJ - IRISE;T92;025;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;142,37220898900;;;;02/07/2013;;;;
497973;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,16876503107;;;;04/07/2013;;;;
497976;;;;SFR_COLL;DSP MAJ - IRISE;T92;071;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;330,06068659200;;;;02/07/2013;;;;
497977;;;;SFR_COLL;DSP MAJ - IRISE;T92;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;12,63276531970;;;;02/07/2013;;;;
497978;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;49,03890520920;;;;04/07/2013;;;;
497979;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;49,03890520920;;;;04/07/2013;;;;
497980;;;;SFR_COLL;DSP MAJ - IRISE;T92;036;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;11,64171955330;;;;02/07/2013;;;;
497981;;;;SFR_COLL;DSP MAJ - IRISE;T92;036;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;383,75384746100;;;;02/07/2013;;;;
497982;;;;SFR_COLL;DSP MAJ - IRISE;T92;036;OR11;OR21;OR21;LOC;MCO;OK;;;;E;;;;;14,47445963070;;;;02/07/2013;;;;
497983;;;;SFR_COLL;DSP MAJ - IRISE;T92;004;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,37946035770;;;;02/07/2013;;;;
497984;;;;SFR_COLL;DSP MAJ - IRISE;T92;004;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,37946035770;;;;02/07/2013;;;;
497985;;;;SFR_COLL;DSP MAJ - IRISE;T92;032;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;562,13145312400;;;;02/07/2013;;;;
497986;;;;SFR_COLL;DSP MAJ - IRISE;T92;032;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;84,49568336890;;;;02/07/2013;;;;
497988;;;;SFR_COLL;DSP MAJ - IRISE;T78;586;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,30020667990;;;;09/03/2010;;;;
497989;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;71,54965665380;;;;03/03/2010;;;;
497990;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;71,54965665380;;;;03/03/2010;;;;
497991;;;;SFR_COLL;DSP MAJ - IRISE;T94;044;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;167,50637117500;;;;26/06/2013;;;;
497992;;;;SFR_COLL;DSP MAJ - IRISE;T94;044;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;167,50637117500;;;;26/06/2013;;;;
496611;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,32016144181;;;;05/07/2013;;;;
496612;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;9,04334735781;;;;05/07/2013;;;;
496613;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;149,42026991200;;;;05/07/2013;;;;
496614;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;149,42026991200;;;;05/07/2013;;;;
496615;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;359,22615844300;;;;18/08/2010;;;;
496616;;;;SFR_COLL;DSP MAJ - IRISE;T95;063;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;70,90989466700;;;;18/08/2010;;;;
496617;;;;SFR_COLL;DSP MAJ - IRISE;T95;063;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;13,37519780040;;;;18/08/2010;;;;
496618;;;;SFR_COLL;DSP MAJ - IRISE;T95;063;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;13,37519780040;;;;18/08/2010;;;;
496619;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,17763906317;;;;18/08/2010;;;;
496620;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;77,21751248620;;;;18/08/2010;;;;
496621;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;77,21751248620;;;;18/08/2010;;;;
496622;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;93,49101778230;;;;18/08/2010;;;;
496500;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,43641893907;;;;04/07/2013;;;;
496501;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,09596987690;;;;04/07/2013;;;;
496502;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,09596987690;;;;04/07/2013;;;;
496503;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;124,82343517300;;;;03/03/2010;;;;
496504;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;124,82343517300;;;;03/03/2010;;;;
496505;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;292,08998141200;;;;03/03/2010;;;;
496506;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;292,08998141200;;;;03/03/2010;;;;
496512;;;;SFR_COLL;DSP MAJ - IRISE;T92;023;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;48,01330681230;;;;04/07/2013;;;;
496513;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;6,53660095383;;;;18/08/2010;;;;
496514;;;;SFR_COLL;DSP MAJ - IRISE;T94;071;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;6,53660095383;;;;18/08/2010;;;;
497863;;;;SFR_COLL;DSP MAJ - IRISE;T92;049;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;193,11284557900;;;;04/07/2013;;;;
497864;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,25414759500;;;;05/07/2013;;;;
497865;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,25414759500;;;;05/07/2013;;;;
497866;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,25414759500;;;;05/07/2013;;;;
498074;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,01615323382;;;;02/07/2013;;;;
498075;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,01615323382;;;;02/07/2013;;;;
498079;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;16,80392693220;;;;26/06/2013;;;;
498080;;;;SFR_COLL;DSP MAJ - IRISE;T93;031;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;12,77297501100;;;;05/07/2013;;;;
498081;;;;SFR_COLL;DSP MAJ - IRISE;T93;031;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;12,77297501100;;;;05/07/2013;;;;
498082;;;;SFR_COLL;DSP MAJ - IRISE;T93;064;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;100,83305811700;;;;05/07/2013;;;;
498083;;;;SFR_COLL;DSP MAJ - IRISE;T93;064;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;100,83305811700;;;;05/07/2013;;;;
496519;;;;SFR_COLL;DSP MAJ - IRISE;T94;042;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,95444816683;;;;09/06/2010;;;;
496521;;;;SFR_COLL;DSP MAJ - IRISE;T94;080;OR257;OR21;OR21;CST;MCO;OK;;;;E;;;;;371,14259089700;;;;27/06/2013;;;;
496522;;;;SFR_COLL;DSP MAJ - IRISE;T94;003;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;15,33471075050;;;;27/06/2013;;;;
496523;;;;SFR_COLL;DSP MAJ - IRISE;T93;031;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;253,36809524100;;;;05/07/2013;;;;
496524;;;;SFR_COLL;DSP MAJ - IRISE;T93;031;OR257;OR21;OR21;CST;MCO;OK;;;;E;;;;;916,62072802200;;;;05/07/2013;;;;
496338;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;291,83934829800;;;;02/07/2013;;;;
496339;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;7,88284719545;;;;02/07/2013;;;;
496340;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;107,40861461300;;;;05/07/2013;;;;
496341;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;20,16086935570;;;;05/07/2013;;;;
496342;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;20,16086935570;;;;05/07/2013;;;;
496343;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR15;OR21;OR21;LOC;MCO;OK;;;;E;;;;;756,22086461400;;;;18/08/2010;;;;
496344;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;88,96074121920;;;;18/08/2010;;;;
496345;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;346,68713431600;;;;18/08/2010;;;;
496347;;;;SFR_COLL;DSP MAJ - IRISE;T93;072;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,05176383910;;;;05/07/2013;;;;
496348;;;;SFR_COLL;DSP MAJ - IRISE;T93;072;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,93302748470;;;;05/07/2013;;;;
496349;;;;SFR_COLL;DSP MAJ - IRISE;T93;072;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,93302748470;;;;05/07/2013;;;;
496350;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR11;OR21;OR21;CST;MCO;OK;;;;E;;;;;28,04156289760;;;;05/07/2013;;;;
497616;;;;SFR_COLL;DSP MAJ - IRISE;T019;S001;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;1075,76531434000;;;;05/07/2013;;;;
497895;;;;SFR_COLL;DSP MAJ - IRISE;T92;026;OR11;OR21;OR21;LOC;MCO;OK;;;;E;;;;;53,78377892400;;;;02/07/2013;;;;
497897;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;7,07341162382;;;;02/07/2013;;;;
497899;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,51530203675;;;;02/07/2013;;;;
497900;;;;SFR_COLL;DSP MAJ - IRISE;T92;024;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,51530203675;;;;02/07/2013;;;;
497901;;;;SFR_COLL;DSP MAJ - IRISE;T95;176;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,42856272177;;;;12/05/2010;;;;
497902;;;;SFR_COLL;DSP MAJ - IRISE;T93;007;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;73,72828325210;;;;05/07/2013;;;;
497906;;;;SFR_COLL;DSP MAJ - IRISE;T77;121;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;275,88483182500;;;;26/06/2013;;;;
497907;;;;SFR_COLL;DSP MAJ - IRISE;T77;121;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;275,88483182500;;;;26/06/2013;;;;
497908;;;;SFR_COLL;DSP MAJ - IRISE;T77;121;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;12,53123484220;;;;26/06/2013;;;;
497909;;;;SFR_COLL;DSP MAJ - IRISE;T77;121;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;12,53123484220;;;;26/06/2013;;;;
497910;;;;SFR_COLL;DSP MAJ - IRISE;T77;258;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;37,78296864410;;;;26/06/2013;;;;
497924;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR11;OR21;OR21;CST;MCO;OK;;;;E;;;;;119,93624713100;;;;05/07/2013;;;;
497925;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;6,44637003110;;;;05/07/2013;;;;
496351;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR11;OR21;OR21;CST;MCO;OK;;;;E;;;;;28,04156289760;;;;05/07/2013;;;;
496352;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR11;OR21;OR21;CST;MCO;OK;;;;E;;;;;28,04156289760;;;;05/07/2013;;;;
496353;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR11;OR21;OR21;CST;MCO;OK;;;;E;;;;;28,04156289760;;;;05/07/2013;;;;
496354;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR11;OR21;OR21;CST;MCO;OK;;;;E;;;;;28,04156289760;;;;05/07/2013;;;;
496355;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;13,28560949300;;;;05/07/2013;;;;
496356;;;;SFR_COLL;DSP MAJ - IRISE;T92;046;OR258;OR21;OR21;CST;MCO;OK;;;;E;;;;;13,67672753590;;;;04/07/2013;;;;
497090;;;;SFR_COLL;DSP MAJ - IRISE;T94;054;OR10;OR21;OR21;LOC;MCO;OK;;;;E;;;;;36,68989136970;;;;11/05/2010;;;;
496401;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,61555833462;;;;02/07/2013;;;;
496402;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,70161724763;;;;02/07/2013;;;;
496403;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;5,91235077351;;;;02/07/2013;;;;
496404;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;4,20244304661;;;;02/07/2013;;;;
496405;;;;SFR_COLL;DSP MAJ - IRISE;T92;035;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;463,00150217200;;;;02/07/2013;;;;
496414;;;;SFR_COLL;DSP MAJ - IRISE;T94;081;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;220,93593854800;;;;11/05/2010;;;;
496415;;;;SFR_COLL;DSP MAJ - IRISE;T94;081;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;220,93593854800;;;;11/05/2010;;;;
496416;;;;SFR_COLL;DSP MAJ - IRISE;T94;081;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,28807040025;;;;11/05/2010;;;;
496417;;;;SFR_COLL;DSP MAJ - IRISE;T94;081;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,44951641394;;;;11/05/2010;;;;
496418;;;;SFR_COLL;DSP MAJ - IRISE;T94;081;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,44951641394;;;;11/05/2010;;;;
496419;;;;SFR_COLL;DSP MAJ - IRISE;T94;081;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,44951641394;;;;11/05/2010;;;;
497091;;;;SFR_COLL;DSP MAJ - IRISE;T94;065;OR10;OR21;OR21;LOC;MCO;OK;;;;E;;;;;1,88657349671;;;;18/08/2010;;;;
497092;;;;SFR_COLL;DSP MAJ - IRISE;T94;065;OR10;OR21;OR21;LOC;MCO;OK;;;;E;;;;;1,88657349671;;;;18/08/2010;;;;
496254;;;;SFR_COLL;DSP MAJ - IRISE;T94;044;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;69,58114866580;;;;26/06/2013;;;;
496255;;;;SFR_COLL;DSP MAJ - IRISE;T94;044;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;69,58114866580;;;;26/06/2013;;;;
496256;;;;SFR_COLL;DSP MAJ - IRISE;T94;044;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;544,02887771400;;;;26/06/2013;;;;
496257;;;;SFR_COLL;DSP MAJ - IRISE;T94;044;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;544,02887771400;;;;26/06/2013;;;;
496258;;;;SFR_COLL;DSP MAJ - IRISE;T92;026;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;238,17218971400;;;;12/05/2010;;;;
496442;;;;SFR_COLL;DSP MAJ - IRISE;T94;081;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,57575201466;;;;11/05/2010;;;;
496443;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,31263010314;;;;05/07/2013;;;;
496444;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,39017297432;;;;05/07/2013;;;;
496445;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2,74475836607;;;;05/07/2013;;;;
499811;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR8;OR21;OR21;LOC;MCO;OK;;;;E;;;;;1237,72241870000;;;;18/08/2010;;;;
499820;;;;SFR_COLL;DSP MAJ - IRISE;T91;136;OR10;OR21;OR21;LOC;MCO;OK;;;;E;;;;;2140,31015426000;;;;02/05/2013;;;;
499821;;;;SFR_COLL;DSP MAJ - IRISE;T92;076;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,99014074292;;;;02/07/2013;;;;
499822;;;;SFR_COLL;DSP MAJ - IRISE;T92;076;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;5,99014074292;;;;02/07/2013;;;;
499832;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,21846471806;;;;05/07/2013;;;;
499855;;;;SFR_COLL;DSP MAJ - IRISE;T75;016;OR1;OR21;OR21;LOC;MCO;OK;;;;E;;;;;3477,38778424000;;;;25/06/2013;;;;
499856;;;;SFR_COLL;DSP MAJ - IRISE;T92;073;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;39,98526547680;;;;02/07/2013;;;;
498355;;;;SFR_COLL;DSP MAJ - IRISE;T95;-;OR19;OR21;OR21;LOC;MCO;OK;;;;E;;;;;290,12665676500;;;;29/09/2014;;;;
1528698;;;;SFR_COLL;DSP MAJ - IRISE;T039;S003;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;37,00576022740;;;;11/04/2018;;;;
1528699;;;;SFR_COLL;DSP MAJ - IRISE;T039;S003;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;37,00576022740;;;;11/04/2018;;;;
1528700;;;;SFR_COLL;DSP MAJ - IRISE;T039;S003;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;11,80070813650;;;;11/04/2018;;;;
1528701;;;;SFR_COLL;DSP MAJ - IRISE;T039;S003;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;11,80070813650;;;;11/04/2018;;;;
1528704;;;;SFR_COLL;DSP MAJ - IRISE;T039;S003;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;3,33635261229;;;;11/04/2018;;;;
7883578;;;;SFR_COLL;DSP MAJ - IRISE;T130;S002;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;3,76233120162;;;;02/08/2023;;;;
1528705;;;;SFR_COLL;DSP MAJ - IRISE;T039;S003;OR21;OR21;OR21;CST;MCO;OK;;;;E;PVC;;;;3,33635261229;;;;11/04/2018;;;;
499857;;;;SFR_COLL;DSP MAJ - IRISE;T93;055;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;33,12016100850;;;;05/07/2013;;;;
499567;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;16,73605281930;;;;05/07/2013;;;;
500878;;;;SFR_COLL;DSP MAJ - IRISE;T91;161;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;202,87512192800;;;;02/05/2013;;;;
500879;;;;SFR_COLL;DSP MAJ - IRISE;T91;161;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;48,20240734560;;;;02/05/2013;;;;
499625;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,18329667690;;;;02/07/2013;;;;
499626;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,18329667690;;;;02/07/2013;;;;
499627;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;21,23008890060;;;;02/07/2013;;;;
499628;;;;SFR_COLL;DSP MAJ - IRISE;T92;050;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;21,23008890060;;;;02/07/2013;;;;
498831;;;;SFR_COLL;DSP MAJ - IRISE;T95;476;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,04168625372;;;;23/03/2010;;;;
499653;;;;SFR_COLL;DSP MAJ - IRISE;T93;066;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,87187752866;;;;05/07/2013;;;;
499666;;;;SFR_COLL;DSP MAJ - IRISE;T93;027;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,86798075931;;;;05/07/2013;;;;
499667;;;;SFR_COLL;DSP MAJ - IRISE;T93;027;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,86798075931;;;;05/07/2013;;;;
499668;;;;SFR_COLL;DSP MAJ - IRISE;T93;039;OR13;OR21;OR21;LOC;MCO;OK;;;;E;;;;;4,33056013481;;;;05/07/2013;;;;
499679;;;;SFR_COLL;DSP MAJ - IRISE;T34;-;OR19;OR21;OR21;LOC;MCO;OK;;;;E;;;;;453,03396242900;;;;23/08/2018;;;;
498839;;;;SFR_COLL;DSP MAJ - IRISE;T93;079;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;2,65765621593;;;;05/07/2013;;;;
499709;;;;SFR_COLL;DSP MAJ - IRISE;T78;646;OR255;OR21;OR21;LOC;MCO;OK;;;;E;;;;;91,64564126570;;;;09/03/2010;;;;
9116861;;;;SFR_COLL;DSP MAJ - IRISE;T092;2021;OR19;OR21;OR21;LOC;MCO;OK;;;;E;INDETERMINE;;;;15,32520172400;;;;14/02/2024;;;;
9116864;;;;SFR_COLL;DSP MAJ - IRISE;T092;2020;OR19;OR21;OR21;LOC;MCO;OK;;;;E;INDETERMINE;;;;55,79498880900;;;;14/02/2024;;;;
9116865;;;;SFR_COLL;DSP MAJ - IRISE;T092;2020;OR19;OR21;OR21;LOC;MCO;OK;;;;E;INDETERMINE;;;;55,47640470040;;;;14/02/2024;;;;
500259;;;;SFR_COLL;DSP MAJ - IRISE;T93;046;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,33117794046;;;;05/07/2013;;;;
500260;;;;SFR_COLL;DSP MAJ - IRISE;T93;046;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;4,33117794046;;;;05/07/2013;;;;
500261;;;;SFR_COLL;DSP MAJ - IRISE;T93;031;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;14,35512977460;;;;05/07/2013;;;;
499748;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR12;OR21;OR21;LOC;MCO;OK;;;;E;;;;;226,98054851700;;;;05/07/2013;;;;
499749;;;;SFR_COLL;DSP MAJ - IRISE;T93;061;OR257;OR21;OR21;CST;MCO;OK;;;;E;;;;;95,36481184360;;;;05/07/2013;;;;
499750;;;;SFR_COLL;DSP MAJ - IRISE;T93;070;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;10,74245428200;;;;05/07/2013;;;;
498660;;;;SFR_COLL;DSP MAJ - IRISE;T92;023;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,01487263874;;;;02/07/2013;;;;
498661;;;;SFR_COLL;DSP MAJ - IRISE;T92;023;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;3,01487263874;;;;02/07/2013;;;;
499514;;;;SFR_COLL;DSP MAJ - IRISE;T34;-;OR19;OR21;OR21;LOC;MCO;OK;;;;E;;;;;420,83612535800;;;;23/08/2018;;;;
500262;;;;SFR_COLL;DSP MAJ - IRISE;T93;031;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;14,35512977460;;;;05/07/2013;;;;
500190;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;109,96108009800;;;;18/08/2010;;;;
500191;;;;SFR_COLL;DSP MAJ - IRISE;T94;076;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;109,96108009800;;;;18/08/2010;;;;
500192;;;;SFR_COLL;DSP MAJ - IRISE;T93;048;OR257;OR21;OR21;CST;MCO;OK;;;;E;;;;;17,72806956410;;;;05/07/2013;;;;
500193;;;;SFR_COLL;DSP MAJ - IRISE;T93;057;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,53273039797;;;;05/07/2013;;;;
500194;;;;SFR_COLL;DSP MAJ - IRISE;T93;057;OR21;OR21;OR21;CST;MCO;OK;;;;E;;;;;1,53273039797;;;;05/07/2013;;;;
500422;;;;SFR_COLL;DSP MAJ - IRISE;T93;063;OR11;OR21;OR21;LOC;MCO;OK;;;;E;;;;;125,07144526300;;;;05/07/2013;;;;
