sf_code;sf_nd_code;sf_ad_code;sf_zp_code;sf_escal;sf_etage;sf_oper;sf_type;sf_prop;sf_resid;sf_local;sf_racco;sf_comment;sf_creadat;sf_majdate;sf_majsrc;sf_abddate;sf_abdsrc
5909761;5909761;5909761;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/05/2014;;;;
6431073;6431073;6431073;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/11/2014;;;;
6449281;6449281;6449281;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/11/2014;;;;
7335489;7335489;7335489;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/03/2016;;;;
7686257;7686257;7686257;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;18/07/2016;;;;
8186129;8186129;8186129;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/11/2016;;;;
9370145;9370145;9370145;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;28/08/2017;;;;
10148065;10148065;10148065;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/04/2018;;;;
10167234;10167234;10167234;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/04/2018;;;;
11345169;11345169;11345169;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/02/2019;;;;
11381969;11381969;11381969;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/03/2019;;;;
11413635;11413635;11413635;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/03/2019;;;;
11778450;11778450;11778450;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/05/2019;;;;
11800849;11800849;11800849;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;14/05/2019;;;;
12349318;12349318;12349318;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/08/2019;;;;
12700682;12700682;12700682;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/09/2019;;;;
12749665;12749665;12749665;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/09/2019;;;;
12760582;12760582;12760582;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;26/09/2019;;;;
13900675;13900675;13900675;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/02/2020;;;;
14080863;14080863;14080863;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/03/2020;;;;
14272833;14272833;14272833;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/03/2020;;;;
16136534;16136534;16136534;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/09/2020;;;;
16162452;16162452;16162452;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/09/2020;;;;
16166933;16166933;16166933;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/09/2020;;;;
16167585;16167585;16167585;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/09/2020;;;;
17841224;17841224;17841224;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/03/2021;;;;
18295602;18295602;18295602;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/05/2021;;;;
19716753;19716753;19716753;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/09/2021;;;;
19745841;19745841;19745841;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;08/09/2021;;;;
19754802;19754802;19754802;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/09/2021;;;;
21835441;21835441;21835441;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/01/2022;;;;
22296881;22296881;22296881;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/02/2022;;;;
22305841;22305841;22305841;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/02/2022;;;;
24243761;24243761;24243761;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/07/2022;;;;
24595136;24595136;24595136;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/08/2022;;;;
24667764;24667764;24667764;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/08/2022;;;;
24859768;24859768;24859768;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/09/2022;;;;
26350972;26350972;26350972;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/01/2023;;;;
30508401;30508401;30508401;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/12/2023;;;;
30998001;30998001;30998001;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;13/02/2024;;;;
31584573;31584573;31584573;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/04/2024;;;;
3461306;3461306;3461306;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/09/2007;;;;
3461324;3461324;3461324;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/03/2010;;;;
3461393;3461393;3461393;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/08/2007;;;;
3461501;3461501;3461501;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/02/2009;;;;
3461880;3461880;3461880;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/10/2004;;;;
3461925;3461925;3461925;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;08/06/2007;;;;
3461992;3461992;3461992;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/09/2002;;;;
3462090;3462090;3462090;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;14/04/2004;;;;
3462531;3462531;3462531;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/12/2005;;;;
3462534;3462534;3462534;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;26/05/2011;;;;
3462972;3462972;3462972;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/08/2008;;;;
3462998;3462998;3462998;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/11/2005;;;;
3463034;3463034;3463034;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/03/2006;;;;
3463181;3463181;3463181;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;18/01/2006;;;;
3463321;3463321;3463321;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/12/2002;;;;
3463345;3463345;3463345;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/04/2005;;;;
3463355;3463355;3463355;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/06/2008;;;;
3463388;3463388;3463388;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/10/2006;;;;
3463447;3463447;3463447;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;18/10/2006;;;;
3463537;3463537;3463537;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/10/2006;;;;
3463629;3463629;3463629;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/11/2008;;;;
3464108;3464108;3464108;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;14/04/2004;;;;
3464162;3464162;3464162;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/02/2004;;;;
3464209;3464209;3464209;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/05/2006;;;;
3464267;3464267;3464267;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/12/2011;;;;
3464277;3464277;3464277;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/12/2007;;;;
3464304;3464304;3464304;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/02/2004;;;;
3464323;3464323;3464323;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/11/2006;;;;
3464347;3464347;3464347;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/10/2006;;;;
3464366;3464366;3464366;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;26/09/2005;;;;
3464371;3464371;3464371;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/03/2008;;;;
3464377;3464377;3464377;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/03/2008;;;;
3464422;3464422;3464422;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/04/2004;;;;
3464446;3464446;3464446;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/12/2003;;;;
3464539;3464539;3464539;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/10/2007;;;;
3464559;3464559;3464559;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/07/2004;;;;
3464627;3464627;3464627;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/12/2004;;;;
3464832;3464832;3464832;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/09/2005;;;;
3464929;3464929;3464929;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/11/2009;;;;
3464934;3464934;3464934;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/02/2006;;;;
3464948;3464948;3464948;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/12/2007;;;;
3464971;3464971;3464971;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/07/2006;;;;
3465002;3465002;3465002;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/02/2006;;;;
3465003;3465003;3465003;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/02/2006;;;;
3465004;3465004;3465004;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/02/2006;;;;
3465041;3465041;3465041;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/09/2007;;;;
3465061;3465061;3465061;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/11/2009;;;;
3465120;3465120;3465120;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/02/2010;;;;
3465131;3465131;3465131;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3465157;3465157;3465157;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/10/2006;;;;
3465161;3465161;3465161;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465186;3465186;3465186;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/07/2004;;;;
3465212;3465212;3465212;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/12/2007;;;;
3465309;3465309;3465309;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3465324;3465324;3465324;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/02/2010;;;;
3670081;3670081;3670081;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/11/2012;;;;
3773761;3773761;3773761;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/11/2012;;;;
3824642;3824642;3824642;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/12/2012;;;;
4200001;4200001;4200001;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/02/2013;;;;
4401921;4401921;4401921;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/04/2013;;;;
4470721;4470721;4470721;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/04/2013;;;;
5171538;5171538;5171538;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/09/2013;;;;
5216017;5216017;5216017;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/09/2013;;;;
5216081;5216081;5216081;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/09/2013;;;;
5274273;5274273;5274273;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/10/2013;;;;
5311361;5311361;5311361;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/10/2013;;;;
5528961;5528961;5528961;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;14/01/2014;;;;
5591761;5591761;5591761;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/01/2014;;;;
5856721;5856721;5856721;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/04/2014;;;;
6375361;6375361;6375361;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/10/2014;;;;
6890114;6890114;6890114;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/09/2015;;;;
7482770;7482770;7482770;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/05/2016;;;;
10256849;10256849;10256849;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/05/2018;;;;
11383569;11383569;11383569;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/03/2019;;;;
11748993;11748993;11748993;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/05/2019;;;;
12384274;12384274;12384274;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/08/2019;;;;
12627123;12627123;12627123;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/09/2019;;;;
12701041;12701041;12701041;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/09/2019;;;;
12724675;12724675;12724675;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/09/2019;;;;
12749666;12749666;12749666;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/09/2019;;;;
13228993;13228993;13228993;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/11/2019;;;;
13230287;13230287;13230287;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/11/2019;;;;
13992849;13992849;13992849;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/02/2020;;;;
15121794;15121794;15121794;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/06/2020;;;;
15435426;15435426;15435426;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/07/2020;;;;
15553474;15553474;15553474;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/08/2020;;;;
15595073;15595073;15595073;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/08/2020;;;;
16139736;16139736;16139736;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;28/09/2020;;;;
16165973;16165973;16165973;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/09/2020;;;;
16168562;16168562;16168562;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/09/2020;;;;
16185171;16185171;16185171;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/10/2020;;;;
16195093;16195093;16195093;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/10/2020;;;;
16214945;16214945;16214945;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/10/2020;;;;
16244705;16244705;16244705;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;07/10/2020;;;;
16357060;16357060;16357060;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/10/2020;;;;
16391900;16391900;16391900;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/10/2020;;;;
16555762;16555762;16555762;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/11/2020;;;;
18325361;18325361;18325361;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/05/2021;;;;
19303921;19303921;19303921;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/07/2021;;;;
19364723;19364723;19364723;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/08/2021;;;;
19700084;19700084;19700084;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/09/2021;;;;
19702641;19702641;19702641;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/09/2021;;;;
19704883;19704883;19704883;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/09/2021;;;;
19711602;19711602;19711602;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/09/2021;;;;
19716758;19716758;19716758;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/09/2021;;;;
22281841;22281841;22281841;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/02/2022;;;;
22316114;22316114;22316114;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/02/2022;;;;
24190641;24190641;24190641;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/07/2022;;;;
24615921;24615921;24615921;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/08/2022;;;;
24662329;24662329;24662329;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/08/2022;;;;
24671283;24671283;24671283;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/08/2022;;;;
24671602;24671602;24671602;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/08/2022;;;;
24739441;24739441;24739441;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/09/2022;;;;
27305521;27305521;27305521;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/03/2023;;;;
29810163;29810163;29810163;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/10/2023;;;;
30028091;30028091;30028091;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;26/10/2023;;;;
31531121;31531121;31531121;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;14/04/2024;;;;
31558324;31558324;31558324;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/04/2024;;;;
16167889;16167889;16167889;;;;OR21;P;OR23;;LOCAL INFO CLIENT;RA;;30/09/2020;;;;
3464602;3464602;3464602;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;28/12/2009;;;;
3464603;3464603;3464603;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;30/09/2011;;;;
3464609;3464609;3464609;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;07/09/2011;;;;
3464611;3464611;3464611;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;25/03/2011;;;;
3465203;3465203;3465203;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3464595;3464595;3464595;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;28/12/2009;;;;
3464615;3464615;3464615;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;18/10/2004;;;;
3464596;3464596;3464596;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;04/01/2010;;;;
3464608;3464608;3464608;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;03/05/2010;;;;
3464593;3464593;3464593;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;12/10/2011;;;;
3464604;3464604;3464604;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;29/07/2008;;;;
3464711;3464711;3464711;;;;OR21;P;OR224;;LOCAL INFO CLIENT;RA;;25/09/2007;;;;
3463480;3463480;3463480;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;18/11/2010;;;;
3465023;3465023;3465023;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;21/11/2007;;;;
3562321;3562321;3562321;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;09/10/2012;;;;
5032993;5032993;5032993;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;22/07/2013;;;;
5455377;5455377;5455377;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;12/12/2013;;;;
12370116;12370116;12370116;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;05/08/2019;;;;
14094275;14094275;14094275;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;03/03/2020;;;;
19286002;19286002;19286002;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;26/07/2021;;;;
3461352;3461352;3461352;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;26/04/2010;;;;
4833601;4833601;4833601;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;21/06/2013;;;;
5513297;5513297;5513297;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;08/01/2014;;;;
5587521;5587521;5587521;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;29/01/2014;;;;
12342676;12342676;12342676;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;31/07/2019;;;;
16231570;16231570;16231570;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;06/10/2020;;;;
4127090;4127090;4127090;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;06/02/2013;;;;
6310113;6310113;6310113;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;23/09/2014;;;;
11765347;11765347;11765347;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;07/05/2019;;;;
5999393;5999393;5999393;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;05/06/2014;;;;
6893233;6893233;6893233;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;16/09/2015;;;;
13249794;13249794;13249794;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;21/11/2019;;;;
13271235;13271235;13271235;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;25/11/2019;;;;
13283409;13283409;13283409;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;26/11/2019;;;;
13352529;13352529;13352529;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;02/12/2019;;;;
14021314;14021314;14021314;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;24/02/2020;;;;
16258163;16258163;16258163;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;08/10/2020;;;;
3464250;3464250;3464250;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;21/01/2010;;;;
5270081;5270081;5270081;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;16/10/2013;;;;
5568017;5568017;5568017;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;23/01/2014;;;;
12342675;12342675;12342675;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;31/07/2019;;;;
16168849;16168849;16168849;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;30/09/2020;;;;
18237363;18237363;18237363;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;27/04/2021;;;;
4186577;4186577;4186577;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;19/02/2013;;;;
4660481;4660481;4660481;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;28/05/2013;;;;
4820482;4820482;4820482;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;20/06/2013;;;;
5205761;5205761;5205761;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;24/09/2013;;;;
15456844;15456844;15456844;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;26/07/2020;;;;
16053970;16053970;16053970;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;21/09/2020;;;;
22941724;22941724;22941724;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;08/04/2022;;;;
3463007;3463007;3463007;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;12/07/2010;;;;
3464526;3464526;3464526;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;03/12/2007;;;;
4108161;4108161;4108161;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;31/01/2013;;;;
5033601;5033601;5033601;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;22/07/2013;;;;
5156161;5156161;5156161;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;06/09/2013;;;;
12371411;12371411;12371411;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;05/08/2019;;;;
13249793;13249793;13249793;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;21/11/2019;;;;
13416884;13416884;13416884;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;11/12/2019;;;;
3461275;3461275;3461275;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;27/04/2012;;;;
3464329;3464329;3464329;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;28/09/2010;;;;
3464342;3464342;3464342;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;29/04/2010;;;;
3464436;3464436;3464436;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;23/02/2011;;;;
3464638;3464638;3464638;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;29/09/2011;;;;
3465031;3465031;3465031;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;12/12/2011;;;;
3465056;3465056;3465056;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;08/04/2010;;;;
5146881;5146881;5146881;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;03/09/2013;;;;
11385793;11385793;11385793;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;04/03/2019;;;;
12371410;12371410;12371410;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;05/08/2019;;;;
16168538;16168538;16168538;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;30/09/2020;;;;
25925682;25925682;25925682;;;;OR21;P;OR21;;LOCAL INFO CLIENT;RA;;06/12/2022;;;;
6838897;6838897;6838897;;;;OR21;P;OR13;;LOCAL INFO CLIENT;RA;;17/08/2015;;;;
3462928;3462928;3462928;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;09/03/2012;;;;
3463555;3463555;3463555;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464388;3464388;3464388;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2010;;;;
3464433;3464433;3464433;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;19/01/2010;;;;
3464648;3464648;3464648;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;23/09/2009;;;;
3464668;3464668;3464668;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;23/09/2009;;;;
3464815;3464815;3464815;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464873;3464873;3464873;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465013;3465013;3465013;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3465014;3465014;3465014;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465080;3465080;3465080;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465146;3465146;3465146;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465154;3465154;3465154;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465253;3465253;3465253;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3461331;3461331;3461331;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;07/09/2009;;;;
3461609;3461609;3461609;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;24/12/2003;;;;
3463468;3463468;3463468;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463471;3463471;3463471;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463655;3463655;3463655;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463710;3463710;3463710;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3464887;3464887;3464887;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
