do_code;do_ref;do_reftier;do_r1_code;do_r2_code;do_r3_code;do_r4_code;do_type;do_indice;do_date;do_classe;do_url1;do_url2;do_comment;do_creadat;do_majdate;do_majsrc;do_abddate;do_abdsrc
2072;52498;2Z2-3-T75-S01-RT-01;;;;;200;;;;;;;;;;;
2073;52499;2Z2-3-T75-S00-SI-01;;;;;5000;;;;;;;;;;;
2074;52592;2Z3-3-T32-S01-RT-01;;;;;200;;;;;;;;;;;
2075;52593;2Z3-3-T32-S03-RT-01;;;;;200;;;;;;;;;;;
2076;52687;2Z3-3-T09-S01-RT-01;;;;;200;;;;;;;;;;;
2077;53071;2Z1-3-T35-S00-SI-01;;;;;5000;;;;;;;;;;;
2078;53262;2Z1-3-T60-S00-SI-01;;;;;5000;;;;;;;;;;;
2079;52887;2Z1-3-T21-S01-RT-01;;;;;200;;;;;;;;;;;
2080;52890;2Z1-3-T70-S01-RT-01;;;;;200;;;;;;;;;;;
2081;52796;2Z1-3-T56-S01-RT-01;;;;;200;;;;;;;;;;;
2082;52800;2Z1-3-T72-S01-RT-01;;;;;200;;;;;;;;;;;
2083;52986;2Z2-3-T02-S01-RT-01;;;;;200;;;;;;;;;;;
2084;53271;2Z1-3-T99-S01-RT-02;;;;;500;;;;;;;;;;;
2085;53467;2Z3-3-T77-S00-SI-01;;;;;5000;;;;;;;;;;;
2086;53559;2Z2-3-T16-S00-SI-01;;;;;5000;;;;;;;;;;;
2087;53560;2Z1-3-T17-S00-SI-01;;;;;5000;;;;;;;;;;;
2088;53561;2Z1-3-T16-S00-SI-01;;;;;5000;;;;;;;;;;;
2089;53658;2Z2-3-T54-S01-RT-01;;;;;200;;;;;;;;;;;
2090;53468;2Z3-3-T77-S01-RT-01;;;;;200;;;;;;;;;;;
2091;53469;2Z3-3-T14-S00-SI-01;;;;;5000;;;;;;;;;;;
2092;53470;2Z3-3-T14-S00-SI-02;;;;;5000;;;;;;;;;;;
2093;53471;2Z2-3-T88-S01-RT-02;;;;;200;;;;;;;;;;;
2094;53473;2Z3-3-T17-S00-SI-01;;;;;5000;;;;;;;;;;;
2095;53565;2Z2-3-T60-S02-RT-01;;;;;200;;;;;;;;;;;
2096;53566;2Z2-3-T21-S01-RT-01;;;;;200;;;;;;;;;;;
2097;53568;2Z3-3-T38-S01-RT-01;;;;;200;;;;;;;;;;;
2098;53659;2Z2-3-T54-S00-SI-01;;;;;5000;;;;;;;;;;;
2099;53660;2Z2-3-T26-S00-SI-01;;;;;5000;;;;;;;;;;;
2100;53661;2Z2-3-T26-S01-RT-01;;;;;200;;;;;;;;;;;
2101;53474;2Z3-3-T17-S00-SI-02;;;;;5000;;;;;;;;;;;
2102;53475;2Z2-3-T61-S00-SI-01;;;;;5000;;;;;;;;;;;
2103;53476;2Z2-3-T61-S02-RT-01;;;;;200;;;;;;;;;;;
2104;53477;2Z2-3-T60-S00-SI-01;;;;;5000;;;;;;;;;;;
2105;53569;2Z2-3-T54-S03-RT-01;;;;;200;;;;;;;;;;;
2106;53570;2Z2-3-T54-S02-RT-01;;;;;200;;;;;;;;;;;
2107;52817;2Z2-3-T45-S01-RT-01;;;;;200;;;;;;;;;;;
2108;52818;2Z2-3-T32-S01-RT-01;;;;;200;;;;;;;;;;;
2109;53195;2Z3-3-T46-S00-SI-01;;;;;5000;;;;;;;;;;;
2110;52824;2Z2-3-T30-S00-SI-01;;;;;5000;;;;;;;;;;;
2111;52915;2Z1-3-T80-S01-RT-01;;;;;200;;;;;;;;;;;
2112;52916;2Z1-3-T59-S00-SI-01;;;;;5000;;;;;;;;;;;
2113;52917;2Z1-3-T59-S03-RT-01;;;;;200;;;;;;;;;;;
2114;52918;2Z1-3-T59-S01-RT-01;;;;;200;;;;;;;;;;;
2115;52920;2Z1-3-T14-S01-RT-01;;;;;200;;;;;;;;;;;
2116;53015;2Z3-3-T78-S01-RT-01;;;;;200;;;;;;;;;;;
2117;53105;2Z3-3-T84-S00-SI-01;;;;;5000;;;;;;;;;;;
2118;53106;2Z3-3-T81-S00-SI-01;;;;;5000;;;;;;;;;;;
2119;53107;2Z3-3-T46-S01-RT-01;;;;;200;;;;;;;;;;;
2120;53108;2Z3-3-T46-S01-RT-02;;;;;200;;;;;;;;;;;
2121;53392;2Z1-3-T45-S01-RT-01;;;;;200;;;;;;;;;;;
2122;52825;2Z2-3-T30-S01-RT-01;;;;;200;;;;;;;;;;;
2123;52826;2Z3-3-T40-S01-RT-01;;;;;200;;;;;;;;;;;
2124;52827;2Z3-3-T03-S00-SI-01;;;;;5000;;;;;;;;;;;
2125;52828;2Z3-3-T03-S01-RT-01;;;;;200;;;;;;;;;;;
2126;53016;2Z2-3-T48-S00-SI-01;;;;;5000;;;;;;;;;;;
2127;53017;2Z2-3-T48-S01-RT-01;;;;;200;;;;;;;;;;;
2128;53018;2Z2-3-T47-S01-RT-02;;;;;200;;;;;;;;;;;
2129;53019;2Z2-3-T47-S01-RT-01;;;;;200;;;;;;;;;;;
2130;53794;IRSA-3-T023-S001-PGC-02;;;;;200;;;;;;;;;;;
2131;53795;IRSA-3-T023-S001-PGC-01;;;;;200;;;;;;;;;;;
2132;63296;2Z1-3-T49-S00-SI-01;;;;;5000;;;;;;;;;;;
2133;64575;9SI-3-T94-080-ZO-03;;;;;200;;;;;;;;;;;
2134;64576;NUME_9SI-3-T94-058-RT-02;;;;;500;;;;;;;;;;;
2135;64577;NUME_9SI-3-T94-043-RT-06;;;;;500;;;;;;;;;;;
2136;64578;9SI-3-T94-041-RT-58;;;;;200;;;;;;;;;;;
2137;64658;9SI-3-T94-017-ZO-07;;;;;200;;;;;;;;;;;
2138;64659;9SI-3-T94-015-ZO-26;;;;;200;;;;;;;;;;;
2139;64660;9SI-3-T94-003-RT-81;;;;;200;;;;;;;;;;;
2140;64661;9SI-3-T93-066-RT-60;;;;;200;;;;;;;;;;;
2141;64662;9SI-3-T93-066-ZO-01;;;;;200;;;;;;;;;;;
2142;63583;9SI-3-T92-040-ZO-31;;;;;200;;;;;;;;;;;
2143;64491;9SI-3-T94-081-RT-34;;;;;200;;;;;;;;;;;
2144;64579;9SI-3-T94-022-ZO-01;;;;;200;;;;;;;;;;;
2145;63490;9SI-3-T93-008-RT-01;;;;;1000;;;;;;;;;;;
2146;63491;9SI-3-T92-049-RT-60;;;;;500;;;;;;;;;;;
2147;63492;9SI-3-T92-012-ZO-53;;;;;200;;;;;;;;;;;
2148;63493;9SI-3-T91-377-RT-50;;;;;200;;;;;;;;;;;
2149;63494;9SI-3-T77-258-RT-69;;;;;200;;;;;;;;;;;
2150;63584;9SI-3-T93-005-RT-32;;;;;200;;;;;;;;;;;
2151;63585;9SI-3-T94-054-ZO-03;;;;;200;;;;;;;;;;;
2152;64585;9SI-3-T92-036-ZO-51;;;;;200;;;;;;;;;;;
2153;64586;9SI-3-T92-026-RT-53;;;;;200;;;;;;;;;;;
2154;64587;9SI-3-T92-012-RT-33;;;;;200;;;;;;;;;;;
2155;64588;9SI-3-T92-012-RT-30;;;;;200;;;;;;;;;;;
2156;64589;9SI-3-T92-002-RT-56;;;;;500;;;;;;;;;;;
2157;63413;2Z1-3-T55-S00-SI-01;;;;;5000;;;;;;;;;;;
2158;64599;2Z2-3-T99-S00-SI-01;;;;;5000;;;;;;;;;;;
2159;63882;2Z1-3-T81-S00-SI-01;;;;;5000;;;;;;;;;;;
2160;63883;2Z1-3-T65-S01-RT-01;;;;;200;;;;;;;;;;;
2161;64512;2Z3-3-T30-S00-SI-01;;;;;5000;;;;;;;;;;;
2162;64528;2Z2-3-T44-S00-SI-01;;;;;5000;;;;;;;;;;;
2163;63527;2Z3-3-T66-S00-SI-01;;;;;5000;;;;;;;;;;;
2164;64440;2Z3-3-T75-S01-RT-04;;;;;200;;;;;;;;;;;
2165;64441;2Z2-3-T95-S01-RT-01;;;;;200;;;;;;;;;;;
2166;34688;9SI-3-T93-070-ZO-05;;;;;200;;;;;;;;;;;
2167;34393;9SI-3-T92-050-RT-45;;;;;200;;;;;;;;;;;
2168;34643;9SI-3-T93-070-RT-40;;;;;200;;;;;;;;;;;
2169;63286;9SI-3-T94-028-ZO-30;;;;;200;;;;;;;;;;;
2170;63287;LEV3_9SI-3-T94-017-RT-04;;;;;1000;;;;;;;;;;;
2171;63288;NUME_9SI-3-T94-016-RT-03;;;;;500;;;;;;;;;;;
2172;63376;9SI-3-T93-070-ZO-04;;;;;200;;;;;;;;;;;
2173;63377;9SI-3-T93-066-RT-150;;;;;500;;;;;;;;;;;
2174;63378;LDKC_9SI-3-T93-066-RT-45;;;;;200;;;;;;;;;;;
2175;63379;LDKC_9SI-3-T93-066-RT-41;;;;;200;;;;;;;;;;;
2176;63289;9SI-3-T94-011-RT-44;;;;;200;;;;;;;;;;;
2177;63290;9SI-3-T94-003-ZO-02;;;;;200;;;;;;;;;;;
2178;63380;9SI-3-T93-048-RT-41;;;;;200;;;;;;;;;;;
2179;63849;9SI-3-T94-081-RT-52;;;;;500;;;;;;;;;;;
2180;63114;LDKC_9SI-3-T78-311-RT-05;;;;;200;;;;;;;;;;;
2181;62759;9SI-3-T92-025-RT-67;;;;;500;;;;;;;;;;;
2182;62849;9SI-3-T93-005-RT-26;;;;;1000;;;;;;;;;;;
2183;62850;9SI-3-T92-076-RT-54;;;;;200;;;;;;;;;;;
2184;62937;NUME_9SI-3-T94-034-RT-56;;;;;500;;;;;;;;;;;
2185;62938;9SI-3-T94-034-ZO-50;;;;;200;;;;;;;;;;;
2186;62940;9SI-3-T93-007-ZO-29;;;;;200;;;;;;;;;;;
2187;63028;9SI-3-T77-121-RT-51;;;;;200;;;;;;;;;;;
2188;63125;2Z3-3-T58-S02-RT-01;;;;;200;;;;;;;;;;;
2189;62023;9SI-3-T93-027-RT-26;;;;;200;;;;;;;;;;;
2190;62673;9SI-3-T95-277-RT-27;;;;;200;;;;;;;;;;;
2191;62674;LDKC_9SI-3-T92-026-RT-03;;;;;200;;;;;;;;;;;
2192;62760;9SI-3-T92-040-ZO-27;;;;;200;;;;;;;;;;;
2193;62761;9SI-3-T92-040-RT-40;;;;;200;;;;;;;;;;;
2194;62762;9SI-3-T92-036-RT-06;;;;;500;;;;;;;;;;;
2195;62763;9SI-3-T93-072-RT-27;;;;;200;;;;;;;;;;;
2196;62851;LEV3_9SI-3-T92-073-RT-27;;;;;1000;;;;;;;;;;;
2197;62852;9SI-3-T92-073-RT-59;;;;;200;;;;;;;;;;;
2198;62853;9SI-3-T94-037-RT-59;;;;;200;;;;;;;;;;;
2199;62026;9SI-3-T93-001-RT-56;;;;;200;;;;;;;;;;;
2200;62027;9SI-3-T92-023-RT-90;;;;;500;;;;;;;;;;;
2201;62676;2Z1-3-T74-S02-RT-01;;;;;200;;;;;;;;;;;
2202;63040;2Z2-3-T52-S01-RT-02;;;;;200;;;;;;;;;;;
2203;62606;2Z1-3-T73-S01-RT-01;;;;;200;;;;;;;;;;;
2204;62607;2Z2-3-T72-S00-SI-01;;;;;5000;;;;;;;;;;;
2205;62694;2Z3-3-T81-S01-RT-01;;;;;200;;;;;;;;;;;
2206;62695;2Z2-3-T61-S01-RT-01;;;;;200;;;;;;;;;;;
2207;62786;2Z1-3-T99-S01-RT-03;;;;;500;;;;;;;;;;;
2208;62150;2Z1-3-T64-S00-SI-01;;;;;5000;;;;;;;;;;;
2209;63194;PACC_9SI3T95127_Av. du Hazay 2;;;;;200;;;;;;;;;;;
2210;63195;PACC_9SI3T95127_Heaumiere 2;;;;;200;;;;;;;;;;;
2211;63196;NUME_9SI-3-T94-043-RT-01;;;;;500;;;;;;;;;;;
2212;63198;NUME_9SI-3-T94-028-RT-12;;;;;500;;;;;;;;;;;
2213;63106;2Z2-3-T79-S01-RT-01;;;;;200;;;;;;;;;;;
2214;60663;9SI-3-T94-081-ZO-02;;;;;200;;;;;;;;;;;
2215;60755;LDKC_9SI-3-T93-066-RT-12;;;;;200;;;;;;;;;;;
2216;60756;LDKC_9SI-3-T93-066-RT-26;;;;;200;;;;;;;;;;;
2217;60757;9SI-3-T93-064-ZO-27;;;;;200;;;;;;;;;;;
2218;60849;LDKC_9SI-3-T92-050-RT-08;;;;;200;;;;;;;;;;;
2219;60850;9SI-3-T93-048-RT-15;;;;;200;;;;;;;;;;;
2220;60851;9SI-3-T92-050-RT-15;;;;;200;;;;;;;;;;;
2221;60852;9SI-3-T92-050-RT-34;;;;;200;;;;;;;;;;;
2222;60574;9SI-3-T95-585-RT-59;;;;;200;;;;;;;;;;;
2223;60665;9SI-3-T94-058-ZO-01;;;;;200;;;;;;;;;;;
2224;60666;9SI-3-T94-022-RT-51;;;;;200;;;;;;;;;;;
2225;60758;9SI-3-T93-048-RT-37;;;;;200;;;;;;;;;;;
2226;60759;9SI-3-T92-050-RT-47;;;;;200;;;;;;;;;;;
2227;61137;9SI-3-T78-586-RT-05;;;;;200;;;;;;;;;;;
2228;60766;9SI-3-T92-012-RT-66;;;;;500;;;;;;;;;;;
2229;60767;LDKC_9SI-3-T92-024-RT-52;;;;;200;;;;;;;;;;;
2230;60768;LDKC_9SI-3-T92-024-RT-59;;;;;200;;;;;;;;;;;
2231;60860;9SI-3-T92-007-RT-61;;;;;200;;;;;;;;;;;
2232;60861;9SI-3-T92-007-RT-50;;;;;200;;;;;;;;;;;
2233;60862;NUME_9SI-3-T94-052-RT-04;;;;;500;;;;;;;;;;;
2234;60863;9SI-3-T92-004-RT-52;;;;;500;;;;;;;;;;;
2235;60952;9SI-3-T93-014-RT-28;;;;;200;;;;;;;;;;;
2236;60953;9SI-3-T94-019-RT-25;;;;;200;;;;;;;;;;;
2237;60954;9SI-3-T93-078-RT-53;;;;;200;;;;;;;;;;;
2238;60955;LEV3_9SI-3-T77-337-RT-51;;;;;500;;;;;;;;;;;
2239;61048;9SI-3-T91-161-RT-50;;;;;500;;;;;;;;;;;
2240;61140;9SI-3-T78-311-RT-01;;;;;200;;;;;;;;;;;
2241;61709;2Z1-3-T89-S01-RT-01;;;;;200;;;;;;;;;;;
2242;60677;9SI-3-T92-023-RT-13;;;;;200;;;;;;;;;;;
2243;60678;9SI-3-T92-012-RT-74;;;;;500;;;;;;;;;;;
2244;60769;9SI-3-T77-258-RT-58;;;;;200;;;;;;;;;;;
2245;60770;9SI-3-T92-040-ZO-01;;;;;200;;;;;;;;;;;
2246;60864;9SI-3-T95-218-RT-51;;;;;200;;;;;;;;;;;
2247;61720;2Z1-3-T86-S00-SI-01;;;;;5000;;;;;;;;;;;
2248;61722;2Z1-3-T71-S00-SI-01;;;;;5000;;;;;;;;;;;
2249;61534;2Z2-3-T48-S01-RT-02;;;;;200;;;;;;;;;;;
2250;61353;2Z2-3-T56-S02-RT-01;;;;;200;;;;;;;;;;;
2251;58869;IRSA-3-T072-S001-PGC-01;;;;;200;;;;;;;;;;;
2252;58886;IRSA-3-T069-S001-PGC-01;;;;;200;;;;;;;;;;;
2253;69733;9SI-3-T92-076-ZO-53;;;;;200;;;;;;;;;;;
2254;69553;9SI-3-T93-051-ZO-02;;;;;200;;;;;;;;;;;
2255;69641;9SI-3-T92-050-RT-81;;;;;200;;;;;;;;;;;
2256;69642;9SI-3-T77-258-RT-66;;;;;200;;;;;;;;;;;
2257;69643;9SI-3-T95-612-RT-52;;;;;200;;;;;;;;;;;
2258;69644;9SI-3-T92-023-RT-10;;;;;200;;;;;;;;;;;
2259;69734;9SI-3-T92-004-ZO-52;;;;;200;;;;;;;;;;;
2260;69289;9SI-3-T93-064-RT-12;;;;;200;;;;;;;;;;;
2261;69377;9SI-3-T93-055-RT-40;;;;;200;;;;;;;;;;;
2262;69378;9SI-3-T93-045-ZO-03;;;;;200;;;;;;;;;;;
2263;69379;9SI-3-T92-050-ZO-27;;;;;200;;;;;;;;;;;
2264;69380;9SI-3-T93-055-RT-20;;;;;200;;;;;;;;;;;
2265;69466;9SI-3-T93-027-RT-27;;;;;200;;;;;;;;;;;
2266;69467;9SI-3-T93-001-RT-62;;;;;200;;;;;;;;;;;
2267;69468;9SI-3-T93-063-RT-46;;;;;200;;;;;;;;;;;
2268;69469;9SI-3-T93-063-RT-36;;;;;200;;;;;;;;;;;
2269;69470;9SI-3-T92-062-RT-52;;;;;200;;;;;;;;;;;
2270;69554;9SI-3-T93-048-RT-40;;;;;1000;;;;;;;;;;;
2271;69555;9SI-3-T93-008-RT-29;;;;;200;;;;;;;;;;;
2272;69556;LEV3_9SI-3-T92-049-RT-04;;;;;200;;;;;;;;;;;
2273;69557;9SI-3-T92-024-RT-70;;;;;200;;;;;;;;;;;
2274;69645;9SI-3-T93-072-RT-32;;;;;200;;;;;;;;;;;
2275;69198;9SI-3-T94-015-ZO-02;;;;;200;;;;;;;;;;;
2276;69199;LEV3_9SI-3-T94-015-RT-01;;;;;1000;;;;;;;;;;;
2277;69200;9SI-3-T94-011-RT-56;;;;;200;;;;;;;;;;;
2278;69201;9SI-3-T93-070-RT-32;;;;;200;;;;;;;;;;;
2279;69202;9SI-3-T93-066-RT-41;;;;;200;;;;;;;;;;;
2280;69290;9SI-3-T93-008-RT-12;;;;;200;;;;;;;;;;;
2281;69291;9SI-3-T93-048-RT-07;;;;;1000;;;;;;;;;;;
2282;69292;9SI-3-T93-048-RT-10;;;;;200;;;;;;;;;;;
2283;69381;9SI-3-T93-055-ZO-04;;;;;200;;;;;;;;;;;
2284;69113;9SI-3-T94-033-RT-01;;;;;200;;;;;;;;;;;
2285;69114;9SI-3-T94-033-ZO-02;;;;;200;;;;;;;;;;;
2286;69115;NUME_9SI-3-T94-028-RT-04;;;;;500;;;;;;;;;;;
2287;69116;9SI-3-T94-022-RT-59;;;;;200;;;;;;;;;;;
2288;69117;9SI-3-T94-017-RT-01;;;;;200;;;;;;;;;;;
2289;69203;LDKC_9SI-3-T78-586-RT-04;;;;;200;;;;;;;;;;;
2290;69927;2Z1-3-T91-S01-RT-01;;;;;200;;;;;;;;;;;
2291;69118;9SI-3-T92-022-RT-56;;;;;200;;;;;;;;;;;
2292;69119;9SI-3-T77-083-ZO-53;;;;;200;;;;;;;;;;;
2293;69120;LDKC_9SI-3-T75-116-RT-56;;;;;200;;;;;;;;;;;
2294;69121;9SI-3-T75-115-RT-50;;;;;500;;;;;;;;;;;
2295;69122;LDKC_9SI-3-T78-586-RT-13;;;;;200;;;;;;;;;;;
2296;70215;9SI-3-T93-059-ZO-36;;;;;200;;;;;;;;;;;
2297;70307;9SI-3-T93-055-RT-26;;;;;200;;;;;;;;;;;
2298;69411;9SI-3-T95-585-RT-52;;;;;200;;;;;;;;;;;
2299;69412;PACC_9SI3T95127_Entreprise 2;;;;;200;;;;;;;;;;;
2300;69413;PACC_9SI3T95127_Centaure1;;;;;200;;;;;;;;;;;
2301;69864;9SI-3-T94-069-ZO-03;;;;;200;;;;;;;;;;;
2302;69865;9SI-3-T94-042-ZO-01;;;;;200;;;;;;;;;;;
2303;69950;9SI-3-T94-018-RT-54;;;;;200;;;;;;;;;;;
2304;69951;LEV3_9SI-3-T94-017-RT-06;;;;;1000;;;;;;;;;;;
2305;69952;9SI-3-T94-011-RT-27;;;;;200;;;;;;;;;;;
2306;69953;9SI-3-T94-011-RT-55;;;;;200;;;;;;;;;;;
2307;70124;9SI-3-T93-066-RT-48;;;;;200;;;;;;;;;;;
2308;70125;9SI-3-T93-066-ZO-33;;;;;200;;;;;;;;;;;
2309;70126;9SI-3-T93-059-ZO-37;;;;;200;;;;;;;;;;;
2310;70127;9SI-3-T93-008-RT-34;;;;;200;;;;;;;;;;;
2311;70128;9SI-3-T93-006-RT-58;;;;;200;;;;;;;;;;;
2312;70216;9SI-3-T92-050-ZO-03;;;;;200;;;;;;;;;;;
2313;70217;9SI-3-T93-055-ZO-11;;;;;200;;;;;;;;;;;
2314;70309;9SI-3-T93-010-RT-07;;;;;200;;;;;;;;;;;
2315;70310;9SI-3-T93-051-RT-51;;;;;200;;;;;;;;;;;
2316;69326;2Z1-3-T18-S01-RT-02;;;;;200;;;;;;;;;;;
2317;69954;LDKC-9SI-3-T93-070-RT-06;;;;;200;;;;;;;;;;;
2318;70037;9SI-3-T93-070-RT-02;;;;;200;;;;;;;;;;;
2319;70038;9SI-3-T93-070-ZO-41;;;;;200;;;;;;;;;;;
2320;70039;9SI-3-T93-066-RT-184;;;;;200;;;;;;;;;;;
2321;70040;9SI-3-T93-066-RT-56;;;;;200;;;;;;;;;;;
2322;70317;9SI-3-T92-023-RT-92;;;;;200;;;;;;;;;;;
2323;69149;9SI-3-T92-050-RT-03;;;;;200;;;;;;;;;;;
2324;69698;2Z1-3-T84-S00-SI-01;;;;;5000;;;;;;;;;;;
2325;69790;2Z3-3-T70-S00-SI-01;;;;;5000;;;;;;;;;;;
2326;69064;LEV3_9SI-3-T92-040-RT-05;;;;;200;;;;;;;;;;;
2327;69065;LDKC_9SI-3-T92-024-RT-61;;;;;200;;;;;;;;;;;
2328;69066;9SI-3-T92-050-RT-84;;;;;500;;;;;;;;;;;
2329;69151;9SI-3-T93-057-ZO-29;;;;;200;;;;;;;;;;;
2330;69152;9SI-3-T93-046-RT-30;;;;;200;;;;;;;;;;;
2331;69155;9SI-3-T77-146-RT-52;;;;;200;;;;;;;;;;;
2332;69427;2Z3-3-T78-S00-SI-01;;;;;5000;;;;;;;;;;;
2333;70144;2Z2-3-T41-S00-SI-01;;;;;5000;;;;;;;;;;;
2334;70238;2Z2-3-T27-S01-RT-01;;;;;200;;;;;;;;;;;
2335;70331;IRSA-3-T006-S003-PGC-01;;;;;200;;;;;;;;;;;
2336;69067;9SI-3-T92-050-RT-29;;;;;200;;;;;;;;;;;
2337;69068;9SI-3-T77-258-RT-55;;;;;200;;;;;;;;;;;
2338;69069;9SI-3-T93-079-RT-58;;;;;500;;;;;;;;;;;
2339;69070;9SI-3-T93-079-RT-56;;;;;500;;;;;;;;;;;
2340;69071;9SI-3-T93-007-RT-41;;;;;200;;;;;;;;;;;
2341;69156;9SI-3-T77-146-RT-59;;;;;200;;;;;;;;;;;
2342;69072;LDKC_9SI-3-T95-018-RT-01;;;;;200;;;;;;;;;;;
2343;69528;2Z2-3-T58-S03-RT-01;;;;;200;;;;;;;;;;;
2344;69529;2Z3-3-T36-S01-RT-01;;;;;200;;;;;;;;;;;
2345;69530;2Z1-3-T46-S00-SI-01;;;;;5000;;;;;;;;;;;
2346;68675;9SI-3-T93-008-RT-13;;;;;200;;;;;;;;;;;
2347;68504;9SI-3-T93-027-RT-28;;;;;200;;;;;;;;;;;
2348;68591;9SI-3-T93-053-RT-01;;;;;1000;;;;;;;;;;;
2349;68592;9SI-3-T92-075-ZO-25;;;;;200;;;;;;;;;;;
2350;68593;9SI-3-T93-051-ZO-51;;;;;200;;;;;;;;;;;
2351;68594;OPAL_9SI-3-T93-008-RT-25;;;;;200;;;;;;;;;;;
2352;68676;9SI-3-T93-048-RT-80;;;;;200;;;;;;;;;;;
2353;68677;9SI-3-T92-060-RT-70;;;;;200;;;;;;;;;;;
2354;68678;LDKC_9SI-3-T93-059-RT-16;;;;;200;;;;;;;;;;;
2355;68679;9SI-3-T92-036-RT-26;;;;;200;;;;;;;;;;;
2356;68757;9SI-3-T92-023-RT-99;;;;;200;;;;;;;;;;;
2357;68758;9SI-3-T95-476-RT-04;;;;;200;;;;;;;;;;;
2358;68338;9SI-3-T93-064-RT-28;;;;;200;;;;;;;;;;;
2359;68420;9SI-3-T93-048-RT-08;;;;;200;;;;;;;;;;;
2360;68421;9SI-3-T93-006-ZO-29;;;;;200;;;;;;;;;;;
2361;68422;NOOS_9SI-3-T93-001-RT-10;;;;;500;;;;;;;;;;;
2362;68423;9SI-3-T92-050-RT-53;;;;;500;;;;;;;;;;;
2363;68424;9SI-3-T93-055-RT-01;;;;;1000;;;;;;;;;;;
2364;68505;9SI-3-T93-001-ZO-03;;;;;200;;;;;;;;;;;
2365;68506;9SI-3-T92-050-RT-90;;;;;200;;;;;;;;;;;
2366;68507;9SI-3-T93-055-ZO-10;;;;;200;;;;;;;;;;;
2367;68508;9SI-3-T93-063-RT-34;;;;;200;;;;;;;;;;;
2368;68509;LDKC_9SI-3-T78-311-RT-02;;;;;200;;;;;;;;;;;
2369;68595;9SI-3-T93-051-RT-52;;;;;200;;;;;;;;;;;
2370;68169;9SI-3-T94-003-ZO-03;;;;;200;;;;;;;;;;;
2371;68170;9SI-3-T94-017-RT-28;;;;;200;;;;;;;;;;;
2372;68171;9SI-3-T94-015-ZO-07;;;;;200;;;;;;;;;;;
2373;68251;9SI-3-T93-066-RT-42;;;;;200;;;;;;;;;;;
2374;68252;9SI-3-T93-066-RT-59;;;;;200;;;;;;;;;;;
2375;68253;9SI-3-T93-066-RT-33;;;;;200;;;;;;;;;;;
2376;68254;9SI-3-T93-066-RT-39;;;;;200;;;;;;;;;;;
2377;68255;9SI-3-T93-064-ZO-01;;;;;200;;;;;;;;;;;
2378;68339;9SI-3-T93-008-RT-38;;;;;200;;;;;;;;;;;
2379;68340;9SI-3-T93-059-RT-25;;;;;200;;;;;;;;;;;
2380;68341;9SI-3-T92-051-RT-50;;;;;500;;;;;;;;;;;
2381;68342;9SI-3-T95-018-RT-50;;;;;200;;;;;;;;;;;
2382;68343;9SI-3-T93-007-RT-25;;;;;1000;;;;;;;;;;;
2383;68425;LDKC_9SI-3-T75-116-RT-52;;;;;200;;;;;;;;;;;
2384;68427;9SI-3-T78-686-RT-52;;;;;200;;;;;;;;;;;
2385;68428;LDKC_9SI-3-T78-586-RT-10;;;;;200;;;;;;;;;;;
2386;68511;LDKC_9SI-3-T78-124-RT-01;;;;;200;;;;;;;;;;;
2387;67916;9SI-3-T94-081-ZO-08;;;;;200;;;;;;;;;;;
2388;67917;9SI-3-T94-081-IM-54;;;;;200;;;;;;;;;;;
2389;67918;9SI-3-T94-069-RT-01;;;;;200;;;;;;;;;;;
2390;67919;9SI-3-T94-068-RT-56;;;;;200;;;;;;;;;;;
2391;67999;NUME_9SI-3-T94-042-RT-01;;;;;500;;;;;;;;;;;
2392;68000;9SI-3-T94-041-RT-67;;;;;500;;;;;;;;;;;
2393;68001;9SI-3-T94-041-ZO-09;;;;;200;;;;;;;;;;;
2394;68002;9SI-3-T94-033-RT-25;;;;;200;;;;;;;;;;;
2395;68084;9SI-3-T94-028-RT-41;;;;;200;;;;;;;;;;;
2396;68085;9SI-3-T94-028-RT-33;;;;;200;;;;;;;;;;;
2397;68086;9SI-3-T94-028-RT-34;;;;;200;;;;;;;;;;;
2398;68087;9SI-3-T94-022-ZO-05;;;;;200;;;;;;;;;;;
2399;68088;9SI-3-T94-022-ZO-10;;;;;200;;;;;;;;;;;
2400;68172;9SI-3-T94-011-RT-33;;;;;200;;;;;;;;;;;
2401;68173;9SI-3-T93-070-RT-35;;;;;1000;;;;;;;;;;;
2402;68174;9SI-3-T92-004-ZO-51;;;;;200;;;;;;;;;;;
2403;68175;9SI-3-T92-064-ZO-58;;;;;200;;;;;;;;;;;
2404;68176;9SI-3-T93-029-RT-25;;;;;200;;;;;;;;;;;
2405;68256;9SI-3-T93-079-RT-25;;;;;200;;;;;;;;;;;
2406;68257;9SI-3-T93-079-RT-50;;;;;200;;;;;;;;;;;
2407;68258;9SI-3-T93-007-RT-38;;;;;200;;;;;;;;;;;
2408;68259;LDKC_9SI-3-T95-018-RT-05;;;;;200;;;;;;;;;;;
2409;68260;9SI-3-T92-022-RT-52;;;;;200;;;;;;;;;;;
2410;68344;9SI-3-T93-072-ZO-28;;;;;200;;;;;;;;;;;
2411;68345;9SI-3-T77-337-RT-58;;;;;200;;;;;;;;;;;
2412;68346;9SI-3-T77-146-RT-53;;;;;200;;;;;;;;;;;
2413;67663;9SI-3-T94-041-ZO-10;;;;;200;;;;;;;;;;;
2414;67664;NUME_9SI-3-T94-068-RT-02;;;;;500;;;;;;;;;;;
