WKT;ND_CODE;ND_CODEEXT;ND_NOM;ND_CODERAT;ND_R1_CODE;ND_R2_CODE;ND_R3_CODE;ND_R4_CODE;ND_VOIE;ND_TYPE;ND_TYPE_EP;ND_COMMENT;ND_DTCLASS;ND_GEOLQLT;ND_GEOLMOD;ND_GEOLSRC;ND_CREADAT;ND_MAJDATE;ND_MAJSRC;ND_ABDDATE;ND_ABDSRC
"POINT (653643.835058657 6874310.40863899)";"1338143";"1338143";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653481.792531886 6874868.71949763)";"1338673";"1338673";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650593.883878903 6853708.99994079)";"1348093";"1348093";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-07 00:00:00;;;;
"POINT (663991.53740559 6860335.77832235)";"1348102";"1348102";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (652290.662043683 6869538.85151488)";"1338669";"1338669";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656381.128722944 6852539.73204579)";"1339611";"1339611";Roses / Docteur Roux;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-04-13 00:00:00;;;;
"POINT (651510.610792289 6857042.47467275)";"1348566";"1348566";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (650626.60144894 6855262.42274141)";"1339379";"1339379";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (645596.84534933 6868352.55045801)";"1352152";"1352152";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (644945.866193526 6867623.69097689)";"1352548";"1352548";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (646083.627435655 6848853.18822158)";"1347214";"1347214";Verrieres;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-10 00:00:00;;;;
"POINT (653253.025366579 6872917.75862355)";"1337504";"1337504";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (675206.090816656 6858945.79545145)";"1340027";"1340027";Voie pietonne face 26 Rue de Torcy;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (654438.549282086 6873037.22553488)";"1352096";"1352096";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651317.573500015 6856453.36165418)";"1349514";"1349514";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (645918.304920441 6858895.55169767)";"1345921";"1345921";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654935.21998544 6872668.08445526)";"1339573";"1339573";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649500.612254488 6868255.04459536)";"1340318";"1340318";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662231.213421791 6863486.87941646)";"1341219";"1341219";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (665459.093961723 6868454.93933627)";"1337458";"1337458";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652410.865170056 6857364.80639813)";"1338891";"1338891";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (653071.204372047 6855944.19557255)";"1344362";"1344362";52 Rue Ambroise Croizat;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (653235.712533576 6869036.03809419)";"1341068";"1341068";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650004.673044146 6856092.22043458)";"1345912";"1345912";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (655091.72273691 6867766.50009947)";"1338296";"1338296";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (632539.448056967 6882227.34924686)";"1337328";"1337328";RUE DE LA PREFECTURE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (649612.026004165 6854643.47480863)";"1338723";"1338723";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652988.232113846 6867887.7179029)";"1338252";"1338252";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656939.266673537 6853278.34030166)";"1339640";"1339640";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (641184.239569476 6866637.8051859)";"1346622";"1346622";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (658679.383441137 6868293.56408745)";"1337900";"1337900";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649316.88897597 6854428.72027732)";"1338722";"1338722";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653978.941682662 6871127.18852736)";"1347932";"1347932";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649236.609654726 6858006.01583216)";"1347661";"1347661";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653417.733091386 6868107.17668961)";"1347766";"1347766";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648737.56408845 6858062.78285927)";"1347882";"1347882";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (640377.146435523 6866658.65127562)";"1344890";"1344890";IRS - RUE JULES QUENTIN NANTERRE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (658466.045276642 6868039.44132096)";"1338032";"1338032";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651099.958707111 6867798.08997525)";"1337952";"1337952";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649892.62646139 6855646.5177202)";"1338719";"1338719";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650641.437788856 6855259.51971269)";"1339380";"1339380";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (652675.71956229 6871479.62025224)";"1347542";"1347542";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653792.941831802 6870860.71873872)";"1338079";"1338079";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653046.758476707 6867801.57479232)";"1337344";"1337344";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-06-15 00:00:00;;;;
"POINT (660521.633297865 6857298.22511935)";"1339955";"1339955";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (660558.983003565 6867404.32577041)";"1339302";"1339302";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653531.767008447 6874073.43245031)";"1346859";"1346859";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (638283.559752016 6871794.05055591)";"1337830";"1337830";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (653652.23343372 6874320.61879444)";"1347934";"1347934";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653500.32616668 6867845.68266879)";"1337979";"1337979";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (644178.302926739 6867710.70281593)";"1340093";"1340093";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (664353.062866538 6857160.6112586)";"1339926";"1339926";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (658666.481639797 6868191.90873925)";"1339279";"1339279";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656101.537194798 6866318.3030439)";"1340530";"1340530";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649931.368155528 6855835.65192427)";"1338715";"1338715";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (669242.170983903 6860365.85051648)";"1345205";"1345205";2Z13T02S01Z102;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-10-08 00:00:00;;;;
"POINT (647016.94943489 6858813.37474405)";"1347790";"1347790";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652855.041091662 6871377.53527422)";"1347970";"1347970";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642616.260827427 6868001.06922794)";"1344792";"1344792";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657838.369695477 6870708.10605481)";"1339170";"1339170";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (655516.43315964 6869850.17361559)";"1352013";"1352013";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653243.39031176 6872579.55691558)";"1337630";"1337630";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661144.039503588 6863202.48820969)";"1352082";"1352082";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660246.282906724 6857481.3555449)";"1351637";"1351637";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (651234.798163303 6867641.78922157)";"1338626";"1338626";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650274.270556029 6856299.08289103)";"1345199";"1345199";FRANCE TELECOM 624;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-10-04 00:00:00;;;;
"POINT (646826.098353613 6867185.05886806)";"1337678";"1337678";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661089.538969406 6864762.42702328)";"1337691";"1337691";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650554.320450401 6872532.59785098)";"1347938";"1347938";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (641473.405887168 6860488.66569633)";"1338985";"1338985";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652754.764656119 6871127.27673497)";"1346768";"1346768";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642720.803682362 6865872.07992068)";"1348019";"1348019";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654676.099441985 6868201.43950754)";"1340082";"1340082";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642618.355058077 6868584.70320919)";"1344755";"1344755";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642973.497023228 6860683.90027984)";"1341803";"1341803";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653451.558203866 6869685.19930411)";"1337894";"1337894";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650618.497398328 6852783.85531193)";"1338066";"1338066";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-07 00:00:00;;;;
"POINT (645784.667366012 6856023.16682723)";"1342011";"1342011";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649713.302233799 6852378.42200352)";"1338728";"1338728";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (664130.943359106 6857249.91224556)";"1337770";"1337770";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (648769.411160353 6857902.22947755)";"1347670";"1347670";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642765.970042821 6869325.60421228)";"1344264";"1344264";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (652487.402986796 6873967.83668597)";"1352021";"1352021";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (644150.202341368 6867974.70410737)";"1340645";"1340645";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660698.104996068 6856183.68691112)";"1347998";"1347998";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (642587.517182088 6869699.36523482)";"1343778";"1343778";FRANCE TELECOM;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2012-08-06 00:00:00;;;;
"POINT (646494.609053281 6854724.75101079)";"1341344";"1341344";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649627.043915306 6867822.89439813)";"1349104";"1349104";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657990.563807082 6864734.41079182)";"1339068";"1339068";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662199.638699938 6857852.98284198)";"1340972";"1340972";FRANCE TELECOM 94017-84;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-04-05 00:00:00;;;;
"POINT (652138.871723998 6856348.46312535)";"1342567";"1342567";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (645071.452275204 6854685.68597539)";"1338558";"1338558";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652297.725822639 6857255.55204774)";"1338612";"1338612";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (665396.00594473 6870557.45948914)";"1339552";"1339552";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657252.84825939 6860573.5839932)";"1339621";"1339621";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (657132.719557199 6865626.82860524)";"1340657";"1340657";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651700.837839543 6870830.07547878)";"1339451";"1339451";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662790.784079286 6849841.8732764)";"1337408";"1337408";Rue du Tertre Face Rue Edouard Vaillant;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-06 00:00:00;;;;
"POINT (645714.078362914 6856546.57714642)";"1342002";"1342002";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (639184.202919912 6877850.32481486)";"1340120";"1340120";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-22 00:00:00;;;;
"POINT (655509.644586173 6869858.33292403)";"1346706";"1346706";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653395.234631403 6874664.39178891)";"1338166";"1338166";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653620.654048414 6874282.80784439)";"1348622";"1348622";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (632612.241108857 6882148.18501892)";"1344273";"1344273";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-17 00:00:00;;;;
"POINT (658941.867287906 6862563.86314356)";"1338433";"1338433";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656929.474352593 6871667.99264536)";"1339252";"1339252";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650574.570265002 6857898.75754467)";"1346793";"1346793";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653579.391556027 6851723.8263152)";"1338269";"1338269";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (644176.408786496 6853586.28690007)";"1346717";"1346717";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (629426.177631425 6883619.69993914)";"1343163";"1343163";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (663244.959621678 6850027.52622865)";"1337409";"1337409";11 Rue de Bourgogne;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-06 00:00:00;;;;
"POINT (662531.866822612 6865110.38235966)";"1338852";"1338852";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660539.405723562 6865177.60063291)";"1339191";"1339191";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (672397.371097406 6860030.94165978)";"1347412";"1347412";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (632420.831814846 6883876.26726456)";"1346278";"1346278";FT 980;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2012-09-14 00:00:00;;;;
"POINT (666962.922087022 6859720.46683276)";"1337253";"1337253";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656825.477138378 6855248.02114895)";"1347543";"1347543";Avenue du President Salvador Allende / Rue Edith C;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (643193.911126808 6868995.42859691)";"1340042";"1340042";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652970.68706731 6856697.42055463)";"1337373";"1337373";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (632230.05337526 6882987.34551449)";"1350240";"1350240";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (658985.108207646 6860429.66302838)";"1348663";"1348663";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-09-11 00:00:00;;;;
"POINT (653491.501518905 6867869.59382464)";"1337980";"1337980";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (665975.208427366 6868791.29459394)";"1337462";"1337462";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654465.07682719 6872990.59224305)";"1337478";"1337478";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (631951.444518087 6883217.5985454)";"1344426";"1344426";FT 2799;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2012-09-14 00:00:00;;;;
"POINT (642844.990153794 6865792.21169711)";"1338736";"1338736";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662733.685106114 6861616.94894585)";"1338667";"1338667";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (645191.837723441 6871531.56864918)";"1347254";"1347254";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (652994.341640117 6867913.5048021)";"1337386";"1337386";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648198.392134634 6844877.14834739)";"1340610";"1340610";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-10 00:00:00;;;;
"POINT (650945.354824718 6853431.0089685)";"1337542";"1337542";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-07 00:00:00;;;;
"POINT (656354.314101219 6870968.31645773)";"1339254";"1339254";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651044.279558326 6852507.02836217)";"1339527";"1339527";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (632498.905411267 6882695.16508627)";"1338616";"1338616";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (634339.261165994 6880902.71327258)";"1342647";"1342647";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (654503.654104467 6877054.77063809)";"1348530";"1348530";31 Rue de Chaussy;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-15 00:00:00;;;;
"POINT (653334.224412684 6872248.30139892)";"1340759";"1340759";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653544.939961453 6855257.08264964)";"1340615";"1340615";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (649222.734497838 6855806.65619044)";"1346721";"1346721";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656700.780713649 6851542.90393896)";"1339615";"1339615";France / Rousseau;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-04-13 00:00:00;;;;
"POINT (662824.434042308 6856394.02361534)";"153672";"153672";L3T - AVENUE DE LATTRE DE TASSIGNY;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-09-26 00:00:00;;;;
"POINT (653386.551863271 6872260.30271968)";"1338148";"1338148";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (671950.463312643 6860156.73690515)";"1339589";"1339589";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (664929.224729005 6870763.08780991)";"1339551";"1339551";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662349.890355533 6861559.93150992)";"1339160";"1339160";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (657674.162293583 6864181.19320881)";"1340900";"1340900";199 RUE PASTEUR;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660576.278826684 6871843.95551016)";"1341420";"1341420";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (645857.454608246 6867258.17972606)";"1337536";"1337536";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (640081.634099317 6874485.9209534)";"1342615";"1342615";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (645758.191234262 6867517.53226619)";"1337664";"1337664";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (644106.881369814 6867989.46997582)";"1340648";"1340648";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653122.060297875 6872990.20174487)";"1340748";"1340748";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
